NONAME,PLOTID,POINTX,POINTY,PANN0080,PSUM0080,PWIN0080,AVTEMP0080,MINTEM0080,MAXTEM0080,GDD,SOLRADR,MOISTR,UR1991_DNS,BLDG_DIST,DIST_HWSLD,DIST_METAL,DIST_PRIV,DIST_SRIV,DEM_10,ASPECT,SLOPE,PH_MID
465,488,2496096,5722747,1485.33997,322.17001,593.90997,9.8749,2.5968,19.4758,1793,0.7664,9819.83925,0,2680.75,1976.63,1136.29,709.51,13.8,507,235,42,5.3
466,489,2497010,5722764,1486.91003,322.84,590.21997,9.5858,2.426,19.1149,1703,0.9385,8228.13612,0,2775.15,1858,1829.42,1581.72,397.45,797,315,11,5.6
467,490,2497924,5722780,1483.65002,322.29001,587.13,9.9236,2.649,19.5132,1804,0.7346,10209.66006,0,3143.64,2149.88,915.43,1055.29,270.3,596,120,20,6.1
468,491,2498838,5722796,1477.18994,321.37,580.79999,10.694,3.1562,20.4239,2033,0.7717,9121.32082,0,2559.71,2731.88,4.44,434.75,70.85,323,35,10,5.6
469,492,2499752,5722813,1476.17004,321.92999,575.83002,11.0126,3.3761,20.7934,2126,0.6882,9989.25522,0,1650.08,1860.32,891.34,928.71,276.25,490,95,0,6.1
470,493,2500667,5722829,1471.90002,321.54999,569.88,11.8504,3.9298,21.7855,2375,0.7603,8494.51041,0,750.88,953.21,1159.02,1013.15,77.4,165,205,15,5.3
471,494,2501581,5722846,1458.72998,318.62,561.47998,12.6294,4.4487,22.7067,2606,0.7895,7682.64377,0,146.55,50.18,429.28,144.85,309.41,38,45,15,5.6
472,495,2502495,5722862,1447.68994,315.85001,556.07001,12.6899,4.4992,22.7726,2622,0.9004,6650.44164,0,971.5,822.06,333.29,655.44,103.69,100,285,10,5.3
473,496,2503409,5722879,1446.47998,315.20999,551.09998,11.8716,4.0031,21.7774,2372,0.8686,7268.3855,0,1736.93,1463.17,1009.2,1514.29,40.17,221,310,20,5.3
474,497,2504323,5722895,1447,314.38,546.72998,10.8676,3.3927,20.558,2066,0.6545,10350.98447,0,2458.85,2117.3,1276.37,2397.74,34.6,372,220,20,5.3
475,498,2505237,5722912,1443.96997,312,541.5,10.2987,3.0652,19.8582,1891,0.7542,9335.04266,0,1975.5,1600.68,1311.05,1772.28,273.69,653,78,20,5.6
476,499,2506152,5722928,1446.45996,310.47,537.89001,11.1731,3.6651,20.8862,2150,0.7358,8953.90551,0,1084.18,769.45,1571.66,857.2,102.05,363,160,27,6.1
477,500,2507066,5722945,1453.29004,309.64999,535.53998,11.4802,3.9086,21.2303,2238,0.8796,7342.31126,0,336.28,68.77,2141.74,29.95,59.09,202,360,10,5.3
478,501,2507980,5722961,1458.16003,309.54001,534.78998,11.0212,3.6413,20.6663,2097,0.679,9851.17178,0,769.9,906.61,2647.21,738.78,36.96,422,275,26,5.3
479,502,2508894,5722978,1460.43994,307.44,531.27002,10.1936,3.1694,19.6435,1844,0.944,7528.38448,0,1641.98,1636.55,3010.18,1632.85,123.71,636,310,17,5.6
480,503,2509808,5722994,1455.38,303.72,525.78998,10.1943,3.2325,19.609,1839,0.8044,8763.8941,0,2543.9,2307.39,2445.46,2380.28,251.92,582,85,15,6.1
481,504,2510722,5723011,1389.35999,286.73999,500.25,10.6044,3.581,20.0383,1959,0.9041,7171.89071,0,2650.95,2359.94,1902.74,2567.68,168.55,434,310,15,6.1
482,505,2511636,5723027,1364.17004,279.41,489.5,11.3271,4.1132,20.8625,2172,0.9768,6143.26707,0,1894.29,1903.07,1224.83,1824.82,183.4,337,320,30,6.1
483,506,2512551,5723044,1312.81006,266.20999,471.56,11.9069,4.5579,21.5121,2342,0.9152,6005.05374,0,1273.13,1102.21,315.16,1107.7,184.67,297,280,10,5.3
484,507,2513465,5723060,1278.56006,257.76001,460.22,12.3189,4.8592,21.9822,2464,0.5425,9542.38331,0,556.79,242.83,321.18,315.77,470.27,146,120,30,5.6
485,508,2514379,5723077,1224.41003,245.14,441.51001,13.0421,5.3987,22.8002,2677,0.9625,4874.82517,0,695.31,356.08,435.42,401.02,592.05,0,0,0,5.6
486,509,2515293,5723093,1201.69995,241.27,431.51999,12.821,5.3352,22.4847,2606,0.97,4812.437,0,1492.02,310.32,101.05,1045.48,407.82,164,300,26,5.3
487,510,2516207,5723110,1066.17004,209.2,390.38,12.573,5.2529,22.1374,2527,0.8754,4707.81418,0,2356.11,1167.59,687.97,1737.53,34.17,12,290,31,5.6
488,511,2517121,5723126,998.90997,194.74001,368.26001,12.6161,5.3525,22.1411,2537,0.8696,4389.76505,0,2510.38,2074.11,1599.65,2572.54,0.37,113,330,11,5.6
489,512,2518036,5723143,966.47998,189.03,356.01999,13.0933,5.7229,22.6689,2677,0.7297,4904.84516,0,2434.28,2986.23,2514.1,3448.67,207.6,92,85,26,5.6
490,513,2476001,5721470,755.20001,183.69,323.97,12.4744,3.5202,23.4953,2586,0.6867,4728.76005,0,1535.24,449.99,1143.38,258.15,341.3,21,35,10,5.2
491,514,2476915,5721487,762.09998,185.8,330.70001,12.4471,3.5274,23.4309,2578,0.6844,4769.71898,0,1994.74,888.25,575.79,579.87,86.72,16,245,3,5.2
492,515,2477829,5721503,818.89001,200.86,356.91,12.3374,3.5117,23.228,2547,0.6406,5473.01898,0,1330.14,214.34,561.89,738.83,282.27,98,105,23,5.6
493,516,2478743,5721520,879.47998,216.64,383.72,12.5171,3.6777,23.3806,2602,0.9292,3980.79657,0,737.53,239.06,760.42,106.48,213.44,0,0,0,5.6
494,517,2479657,5721536,957.23999,236.38,415.06,12.5318,3.7379,23.3369,2606,0.5435,7373.26557,0,934.93,623.44,1319.87,646.76,340.42,104,120,11,5.6
495,518,2480571,5721553,1042.51001,257.35001,447.60001,12.4343,3.7256,23.1603,2577,0.671,6539.95303,0,1443.85,661.32,1857.51,449.89,193.73,69,225,8,5.6
496,519,2481486,5721569,1096.85999,270.42999,466.45999,12.4435,3.756,23.1422,2580,0.8607,5373.08301,0,2154.02,64.64,2433.32,965.34,108.62,38,300,21,5.6
497,520,2482400,5721586,1186.15002,290.78,497.20001,12.1584,3.6218,22.7441,2495,0.8674,5905.57096,0,2972.53,653.17,3172.48,1825.85,101.3,136,265,24,5.6
498,521,2483314,5721602,1267.12,308.06,524.12,11.1133,2.9999,21.4369,2180,0.7833,7558.90496,0,3833.55,1432.46,2732.83,2147.85,91.53,335,230,28,6.1
499,522,2484228,5721619,1339.46997,322.54999,548,10.618,2.7269,20.7919,2031,0.4967,13129.84254,0,3984,2244.87,2154.57,1312.02,16.53,477,80,19,5.6
500,523,2485142,5721635,1400.82996,333.87,568.57001,11.2456,3.1684,21.4958,2219,0.5586,11689.29165,0,3098.88,2018.02,1866.45,706.8,109.61,266,200,24,5.3
501,524,2486056,5721652,1437.06006,338.54001,582,11.4359,3.3275,21.6788,2276,0.7602,8690.03442,0,2237.58,1693.02,2000.04,974.89,213.3,263,100,24,5.3
502,525,2486971,5721668,1442.97998,337.72,585.25,11.2438,3.2222,21.427,2218,0.8829,7606.49455,0,1441.47,1371.31,2487.47,1258.43,338.38,422,315,19,5.3
503,526,2487885,5721685,1446.29004,333.89999,589.15997,11.5155,3.4283,21.7126,2299,0.6884,9556.53396,0,899.22,976.6,1731.48,913.95,37.01,255,175,12,5.3
504,527,2488799,5721701,1458.90002,332.54999,595.17999,11.4931,3.4431,21.649,2291,0.8441,7851.30949,0,1093.05,661.7,938.29,973.96,123.1,253,260,23,5.3
505,528,2489713,5721717,1463.02002,329.31,598.23999,10.9696,3.1345,20.988,2132,0.5471,12574.76213,0,1775.42,658.83,650.95,1638.66,159.8,412,0,33,5.3
506,529,2490627,5721734,1460.12,324.70001,598.63,10.136,2.6247,19.9587,1880,0.768,9490.73883,0,2601.99,1288.53,960.93,2468.78,181.05,479,260,0,6.1
507,530,2491541,5721750,1454.94995,320.07001,597.56,9.5866,2.2938,19.2735,1713,0.8423,8985.25818,0,3472.24,2134.63,311.87,2729.87,191.81,644,25,22,6.1
508,531,2492456,5721767,1450.93005,317.63,596.31,9.7595,2.4135,19.4685,1764,0.7602,9777.25964,0,3184.11,3021.84,1.34,2260.5,425.17,624,30,43,6.1
509,532,2493370,5721783,1447.28003,314.42001,594.39001,9.8224,2.4705,19.5217,1781,0.8553,8611.34037,0,3059.94,3170.71,739.62,2108.68,436.69,645,280,33,5.6
510,533,2494284,5721800,1443.81006,311.98999,591.71002,9.9046,2.5382,19.6007,1804,0.8855,8236.17258,0,2649.38,2335.27,679.33,1667.88,2.32,550,355,14,5.3
511,534,2495198,5721816,1439.56995,310.12,588.08002,9.8843,2.5392,19.559,1796,0.7405,9832.16601,0,2061.83,1581.73,536.32,1260.04,130.59,545,250,12,5.3
512,535,2496112,5721833,1442.56995,310.79001,585.82001,9.9315,2.5826,19.6,1807,0.8305,8758.46899,0,1769.68,1099.25,1324.37,1383.09,486.92,681,295,4,5.6
513,536,2497026,5721849,1439.45996,310.47,581.34003,9.9084,2.5811,19.5581,1798,0.67,10857.85616,0,1908.25,951.56,2035.01,1977.86,102.55,583,100,18,5.6
514,537,2497941,5721866,1439.26001,310.82999,579.31,9.769,2.4988,19.3844,1755,0.7899,9314.16892,0,2411.58,1442,1276.27,1654.47,380.5,625,60,28,6.1
515,538,2498855,5721882,1442.67004,312.73999,576.04999,9.8876,2.5888,19.5135,1788,0.7602,9617.7734,0,2785.94,2218.63,890.64,1347.02,22.63,500,360,15,6.1
516,539,2499769,5721899,1445.52002,314.63,572.40002,10.5093,3.0015,20.2464,1972,0.7836,8911.17129,0,1977.55,2037.2,1275.6,1600.09,41.7,408,5,20,5.3
517,540,2500683,5721915,1443.21997,315.09,567.17999,11.576,3.7007,21.5128,2290,0.7597,8485.33367,0,1308.25,1141.48,1145.66,1166.05,302.43,379,40,20,5.3
518,541,2501597,5721932,1432.58997,313.07999,559.63,12.2921,4.1785,22.3584,2502,0.7602,7998.67926,0,1035.99,248.86,273.07,301.65,0.94,90,30,10,5.3
519,542,2502511,5721948,1422.03003,310.47,552.17999,11.9361,3.9752,21.9181,2392,0.7779,7928.50231,0,1308.73,644.75,419.33,546.33,102.02,155,275,25,5.3
520,543,2503426,5721965,1427.98999,311.75,551.62,11.3973,3.6445,21.265,2228,0.9722,6611.82343,0,1988.15,1552.89,1245.4,1454.19,52.61,324,290,2,5.3
521,544,2504340,5721981,1433.95996,312.10999,548.98999,10.3302,2.9936,19.9703,1902,0.9746,7153.16434,0,2775.19,1400.92,2087.73,2366.71,138.23,509,225,35,5.6
522,545,2505254,5721998,1438.34998,311.17001,546.09003,10.2554,2.9817,19.8632,1876,0.8455,8293.65889,0,2310.68,1171.55,1497.03,1986.69,141.95,618,65,22,5.6
523,546,2506168,5722014,1450.59998,311.45001,542.25,10.8787,3.4502,20.5612,2060,0.8149,8269.60479,0,1614.72,369.85,1102.23,1242.7,249.49,440,280,33,5.3
524,547,2507082,5722031,1463.81006,311.87,541.79999,10.9898,3.5693,20.6701,2089,0.8848,7601.69427,0,1222.18,397.98,1363.77,900.65,16.8,340,345,5,5.6
525,548,2507996,5722047,1469.77002,311.82001,541.39001,10.5787,3.3332,20.1633,1963,0.7488,9284.31152,0,1418.65,422.27,2023.26,1319.3,117.34,520,250,30,5.6
526,549,2508911,5722064,1479.51001,311.17999,539.98999,10.2662,3.1917,19.7573,1864,0.4682,15253.15232,0,2035.23,1056.9,2825.34,1501.92,134.04,596,230,0,6.1
527,550,2509825,5722080,1481.13,308.73999,536.33002,10.4477,3.3723,19.9384,1914,0.6148,11415.6072,0,2814.39,1924.38,3047.4,1539.42,128.76,532,180,25,6.1
528,551,2510739,5722097,1473.83997,304.60999,530.17999,10.6298,3.5594,20.1151,1964,0.665,10304.67448,0,2315.06,1716.83,2194.62,1661.84,60.37,487,95,25,6.1
529,552,2511653,5722113,1452.18005,297.69,520.03003,11.534,4.2133,21.1529,2232,0.4189,14996.44933,0,1429.8,1366.7,1322.37,1281.73,28.49,323,130,25,5.6
530,553,2512567,5722130,1410.96997,286.85001,504.42999,12.5765,4.9601,22.3524,2541,0.4737,11915.44746,0,615.87,611.15,511.27,536.39,87.02,131,50,4,5.3
531,554,2513481,5722146,1385.67004,280.67001,495.31,12.8725,5.1908,22.6806,2628,0.9611,5637.20884,93,0,109.82,166.42,71.12,83.39,0,0,0,5.6
532,555,2514395,5722163,1320.32996,265.42001,472.97,12.5042,5.0409,22.1839,2512,0.8542,6142.38014,0,531.76,358.68,573.33,921.54,92.37,48,205,30,5.6
533,556,2515310,5722179,1246.20996,248.98,448.20001,12.0139,4.8139,21.5393,2360,0.7143,7111.52735,0,1395.17,851.52,271.61,1684.59,158.35,239,70,25,5.6
534,557,2516224,5722196,1170.10999,232.78999,422.92999,11.7302,4.7175,21.1425,2270,0.874,5528.27639,0,2177.21,1602.37,1115.15,2329.1,219.89,281,270,16,5.3
535,558,2517138,5722212,1099.78003,218.41,399.39001,12.0825,5.0232,21.5103,2372,0.809,5451.58837,0,1646.33,2346.93,1785.62,3004.25,128.27,225,10,12,5.3
536,559,2518052,5722229,1053.93005,210.09,382.89001,12.7625,5.5307,22.2754,2573,0.6174,6542.43397,0,1526.84,3180.84,2542.51,3780.76,204.02,166,95,15,5.3
537,560,2476931,5720573,740.63,180.39999,324.14001,12.4397,3.5193,23.4292,2575,0.6768,4687.29922,0,2040.82,521,165.41,417.04,580.97,15,80,8,5.2
538,561,2477845,5720589,782.46002,191.49001,345.14999,12.4104,3.5487,23.3332,2567,0.918,3630.5834,0,1132.63,246.02,343.1,410.9,592.82,17,0,0,6.7
539,562,2478760,5720606,842.63,206.91,371.14001,12.5454,3.683,23.4354,2608,0.517,6847.77118,0,267.04,76.15,80.38,391.81,583.69,19,215,9,5.6
540,563,2479674,5720622,920.07001,226.25,401.54001,12.6322,3.7859,23.4813,2634,0.8294,4626.84595,0,180.25,500.49,714.28,213.56,157.95,29,0,0,6.7
541,564,2480588,5720639,1005.98999,247.10001,433.47,12.5326,3.7688,23.3054,2605,0.8131,5198.46693,0,945.33,40.19,1144.23,339.37,69.83,1,0,0,5.6
542,565,2481502,5720655,1099.21997,268.98001,466.20001,11.8802,3.3973,22.4687,2408,0.9271,5224.46583,0,1846.95,620.98,1943.76,975.78,64.6,60,315,12,5.6
543,566,2482416,5720672,1159.48999,283.07001,485.85001,11.421,3.1259,21.8917,2270,0.9222,5743.06982,0,2756.93,1354.44,2814.25,1830.9,281.38,278,10,0,6.1
544,567,2483330,5720688,1252.80005,303.73999,516.78998,10.5703,2.6249,20.8208,2014,0.9328,6564.05062,0,3542.9,1945.94,2215.57,2000.44,290.93,480,285,18,5.6
545,568,2484245,5720704,1330.18994,319.73999,542.62,10.986,2.9308,21.2707,2139,0.7101,8912.25546,0,3299.9,1439.4,1441.07,1085.41,126.21,309,225,26,5.3
546,569,2485159,5720721,1391.25,331.14001,563.5,11.8456,3.5176,22.2556,2397,0.6921,9017.2053,0,2968.46,1164.05,960.11,172.65,11.42,121,190,0,5.3
547,570,2486073,5720737,1418.42004,333.60999,574.72998,12.1303,3.7343,22.5542,2482,0.6242,9986.91045,0,2054.33,821.64,1198.51,688.25,34.34,114,80,24,5.3
548,571,2486987,5720754,1420.25,331.78,576.98999,12.0649,3.7088,22.4557,2462,0.4045,15475.76735,0,1140.19,510.69,1903.75,447.35,456.78,261,135,40,5.3
549,572,2487901,5720770,1415.02002,325.79999,578.82001,11.991,3.6918,22.329,2439,0.624,10005.9014,0,226.27,217.02,1641.47,142.82,71.76,143,135,33,5.3
550,573,2488815,5720787,1422.83997,323.17999,583.87,11.6178,3.4807,21.8468,2326,0.9068,7083.98929,0,605.96,220.57,759.05,498.31,286.32,220,340,21,5.3
551,574,2489730,5720803,1426.66003,319.76001,587.29999,10.8658,3.0244,20.9136,2098,0.8972,7554.9059,0,1521.1,360.93,192.7,1409.87,110.32,278,305,15,5.3
552,575,2490644,5720820,1426.96997,315.79999,589.15997,9.8304,2.3844,19.6439,1785,0.9341,7836.47571,0,2435.2,1164.7,734.38,2323.23,37.55,438,260,36,6.1
553,576,2491558,5720836,1426.05005,312.06,589.95001,9.7744,2.3676,19.5514,1767,0.7195,10186.22859,0,2795.16,2062.69,1076.45,2100.09,128.91,717,120,28,6.1
554,577,2492472,5720853,1425.02002,310.29001,589.90002,10.1489,2.6155,19.9888,1879,0.5908,12021.2798,0,2319.05,2665.36,297.59,1754.71,119.36,507,195,23,6.1
555,578,2493386,5720869,1426.81006,308.29999,590.25,10.5463,2.8851,20.444,1997,0.7222,9536.44455,0,2145.8,2445.1,54.67,1848.12,23.01,457,230,29,6.1
556,579,2494300,5720886,1426.15002,306.51999,589.10999,10.2893,2.7351,20.1171,1917,0.4019,17449.9324,0,2149,2046.55,632.23,2243.45,331.08,657,120,22,6.1
557,580,2495215,5720902,1421.88,304.67001,586.16998,10.2164,2.7015,20.013,1893,0.5023,13989.63639,0,1359.42,1159.88,1369.01,2160.99,266.49,649,115,30,5.6
558,581,2496129,5720919,1416.12,303.26001,582.09003,10.9698,3.195,20.9011,2118,0.4856,13607.16445,0,864.88,293.6,1827.7,2234.97,9.89,394,80,27,6.1
559,582,2497043,5720935,1408.96997,302.19,576.97998,10.7244,3.0503,20.5932,2041,0.8534,7841.55224,0,1120.2,184.82,2545.73,2555.55,52.73,419,275,24,5.3
560,583,2497957,5720952,1405,301.76001,574.12,10.3306,2.805,20.1146,1922,0.75,9164.18523,0,1843.05,1098.13,2023.08,2456.44,233.08,683,175,38,5.6
561,584,2498871,5720968,1401.23999,302.26999,569.20001,9.9245,2.5586,19.6151,1797,0.7212,9810.27466,0,2676.06,2012.18,1584.54,2260.81,234.57,777,150,17,6.1
562,585,2499785,5720985,1397.57996,302.98001,563.98999,10.5309,2.9603,20.3298,1976,0.7956,8456.1486,0,1772.23,1760.99,865.23,2043.01,76.74,408,20,0,5.3
563,586,2500700,5721001,1422.28003,310.26001,563.91998,11.7517,3.7849,21.752,2342,0.7014,8937.24629,0,888.44,888.68,340.09,1128.2,155.18,263,105,5,5.3
564,587,2501614,5721018,1411.94995,308.51001,556.53003,12.2876,4.1472,22.3818,2500,0.8168,7329.45441,0,162.35,176.79,76.07,216.9,6.33,99,280,0,5.3
565,588,2502528,5721034,1402.92004,306.41,549.59003,11.7357,3.8181,21.7067,2330,0.7216,8535.69692,0,732.41,550.74,827.02,634.22,149.97,247,245,20,5.3
566,589,2503442,5721051,1409.06006,307.73001,549.13,11.2766,3.5382,21.1492,2190,0.7737,8253.71358,0,1616.99,662.5,1579.04,1522.64,254.73,451,260,25,5.3
567,590,2504356,5721067,1415.44995,308.10999,546.75,10.4963,3.07,20.1987,1952,0.6341,10690.03578,0,2494.93,735.02,1386.63,2429.35,151.55,512,110,0,5.6
568,591,2505270,5721084,1425.76001,308.42999,545.65997,10.5384,3.1327,20.2324,1960,0.7048,9625.74044,0,2559.93,285.26,1006.19,2535.3,186.05,466,170,35,5.6
569,592,2506185,5721100,1433.97998,307.28,544.12,10.5171,3.1612,20.1869,1949,0.7395,9202.24244,0,2380.78,167.47,210.22,2005.85,168.4,541,205,22,5.6
570,593,2507099,5721117,1456.57996,309.14001,546.57001,10.2469,3.038,19.8385,1864,0.8785,8004.86549,0,2132,71.33,787.56,1813.92,63.25,593,330,23,5.6
571,594,2508013,5721133,1486.93005,312.67999,551.07001,10.5715,3.3022,20.198,1957,0.7663,9107.98765,0,2250.26,153.23,1645.73,1413.59,183.83,582,55,0,5.6
572,595,2508927,5721150,1499.44995,313.78,552.53003,10.925,3.5594,20.6048,2061,0.4883,14008.17049,0,2691.18,1053.35,2517.73,664.83,154.29,355,160,0,5.6
573,596,2509841,5721166,1522.91003,315.85999,554.87,11.4576,3.968,21.2045,2216,0.5285,12597.84683,0,3217.9,1074.57,2903.15,745.68,16.14,286,50,0,5.6
574,597,2510755,5721183,1530,314.48999,552.5,11.7521,4.2318,21.5127,2300,0.589,11067.81862,0,2316.75,814.32,1989.02,765.81,203.5,305,95,10,5.6
575,598,2511669,5721199,1513.16003,308.10999,543.33002,12.4982,4.7906,22.3566,2520,0.7027,8664.49642,0,1423.72,766.74,1074.91,673.66,249.44,187,45,10,5.3
576,599,2512580,5721214,1480.32996,299.04999,529.59003,12.7144,5.0163,22.56,2580,0.507,11508.25587,0,599.07,160.08,164.18,34.21,0.33,16,100,30,5.6
577,600,2513498,5721232,1455.55005,292.95999,520.35999,12.3902,4.8548,22.1419,2480,0.9493,6152.49243,0,425.76,654.95,377.03,691.83,519.65,181,325,25,5.6
578,601,2514412,5721249,1396.79004,279.62,499.29999,11.4557,4.3514,20.9599,2193,0.7917,7504.27988,0,981.51,1142.94,3.91,1343.18,162.1,369,30,0,5.3
579,602,2515326,5721265,1332.44995,266.31,476.66,11.4391,4.436,20.8763,2183,0.6685,8450.4061,0,1722.41,1546.36,433.48,2115.56,66.06,293,100,27,5.6
580,603,2516240,5721282,1254.04004,250.53,450.14999,11.7672,4.7404,21.2054,2277,0.5198,9951.76008,0,1667.14,2142.96,500.58,2874.66,172.7,348,115,20,5.3
581,604,2517154,5721298,1195.29004,240.28999,429.17999,12.3227,5.1863,21.809,2440,0.8172,5815.04626,0,884.7,2686.46,1361.15,3540.83,220.69,230,315,31,5.3
582,605,2518069,5721315,1220.09998,251.10001,431.57001,12.9831,5.6908,22.5432,2635,0.6541,7220.82148,0,639.16,2748.67,1750.93,4286.39,396.98,173,95,20,6.1
583,606,2478776,5719692,804.38,197.00999,357.69,12.6062,3.7083,23.5284,2624,0.6039,5592.1809,0,533.5,132.67,820.9,80.28,337.62,18,0,0,6.7
584,607,2479690,5719708,881.65002,216.08,387.32001,12.5423,3.7119,23.3967,2605,0.6516,5702.2328,0,446.54,209.51,59.04,509.55,264.66,19,204,14,6.7
585,608,2480604,5719724,976.04999,238.92,421.04999,11.9686,3.3887,22.6554,2432,0.8581,4995.31642,0,1154.5,725.76,882.53,1068.08,812.41,43,290,16,5.6
586,609,2481519,5719741,1080.16003,263.54001,456.60001,11.4417,3.0942,21.9721,2274,0.8093,6109.44162,0,1962.85,1330.39,1780.56,1620.32,456.76,359,278,16,5.6
587,610,2482433,5719757,1144.13,278.60999,477.32001,11.1354,2.9189,21.5799,2182,0.8367,6422.82117,0,2836.11,1911.88,2685.87,2246.82,34.13,261,260,0,5.6
588,611,2483347,5719774,1236.31995,299.14001,508.26999,10.5536,2.5867,20.8342,2006,0.8053,7559.94008,0,2721.26,1727.46,1980.78,1729.02,413.52,545,272,21,5.6
589,612,2484261,5719790,1310.05005,314.38,533.47998,11.4346,3.187,21.8448,2271,0.7451,8140.44101,0,2398.32,844.82,1076.2,995.99,181.71,287,85,32,5.3
590,613,2485175,5719807,1370.04004,325.63,554.45001,12.2823,3.7634,22.818,2526,0.7635,7849.14246,0,2354.73,255.94,178.11,139.81,328.95,54,0,0,5.6
591,614,2486089,5719823,1401.79004,329.34,567.31,12.0618,3.6548,22.5133,2459,0.8632,7204.07023,0,2251.1,20.23,739.13,64.45,159.58,42,275,0,5.6
592,615,2487004,5719840,1393.87,322.70001,568.92999,11.6643,3.4305,21.9995,2339,0.9407,6729.13276,0,1453.86,292.86,1653.98,326.5,417.03,127,310,34,5.3
593,616,2487918,5719856,1390.64001,319.51999,569.84003,11.3641,3.2524,21.622,2248,0.9479,6791.89824,0,894.08,626.29,2014.98,717.01,268.48,335,295,25,6.1
594,617,2488832,5719873,1393.05005,315.41,573.84998,10.6985,2.8524,20.7912,2046,0.8366,8065.80845,0,1061.92,1027.11,1393.52,1062.67,27.49,340,25,29,6.1
595,618,2489746,5719889,1397.51001,311.95001,578.03003,9.9035,2.3671,19.8083,1806,0.7697,9323.3078,0,1753.54,1223.68,1106.71,1709.99,197.45,599,340,35,5.6
596,619,2490660,5719906,1402.18005,308.85001,581.76001,9.6849,2.2474,19.5193,1739,0.7103,10288.33673,0,2586.34,1649.79,1335.63,2254.98,19.63,619,125,25,6.1
597,620,2491574,5719922,1410.19995,307.10001,585.79999,10.4989,2.7851,20.4713,1982,0.5706,12058.32246,0,2173.82,2370.65,948.94,1441.81,42.6,454,125,10,6.1
598,621,2492489,5719939,1412.01001,305.91,586.94,10.9477,3.0798,20.9984,2117,0.6861,9700.76052,0,1512.25,1864.59,78.65,863.16,115.74,320,115,19,6.1
599,622,2493403,5719955,1415.03003,304.01001,588.45001,11.5733,3.4939,21.7284,2303,0.7112,8951.1014,0,1231.65,1533.91,302.3,1011.85,47.2,285,70,30,6.1
600,623,2494317,5719972,1414.19995,302.06,588.03998,11.1945,3.2649,21.2565,2187,0.7159,9117.4634,0,1537.49,1703.95,540.18,1498.67,41.15,346,85,25,6.1
601,624,2495231,5719988,1409.35999,300.10001,585.64001,10.8725,3.0709,20.8548,2088,0.6168,10784.08792,0,1026.52,1062.46,1402.29,2187.2,363.58,544,125,44,6.1
602,625,2496145,5720005,1407.34998,300.48999,581.42999,11.4783,3.4943,21.539,2270,0.7297,8687.80296,0,120.57,177.56,2299.29,1800.34,65.52,287,75,24,5.3
603,626,2497059,5720021,1398.06995,299.04999,575.96997,11.1324,3.2847,21.1108,2163,0.6567,9822.30782,0,685.51,661.54,2020.28,1681.91,182.55,422,235,35,5.3
604,627,2497974,5720037,1393.48999,298.57999,573.03003,10.7494,3.0459,20.6453,2047,0.7508,8804.07357,0,1600.11,873.29,1783.14,1597.4,101.37,442,200,29,5.3
605,628,2498888,5720054,1384.89001,298.10001,566.94,10.2957,2.7684,20.0891,1907,0.7601,8938.33822,0,2514.14,1475.91,1429.32,1987.54,106.33,513,225,18,5.6
606,629,2499802,5720070,1376.70996,297.95001,560.59003,10.4143,2.8577,20.2191,1940,0.8854,7549.42962,0,1838.86,1801.96,540.22,1836.77,257.1,497,20,20,5.6
607,630,2500716,5720087,1368.25,297.63,553.91998,11.3546,3.4739,21.3341,2220,0.6897,8968.12612,0,1015.98,968.54,22.19,1477.2,114.15,299,160,10,5.3
608,631,2501630,5720103,1358.57996,296.56,546.84003,12.0608,3.9434,22.1684,2430,0.9007,6472.72744,0,362.37,268.92,134.95,977.97,74.66,148,215,45,5.3
609,632,2502544,5720120,1351.83997,295.39999,540.67999,11.8012,3.7995,21.8442,2348,0.6245,9422.17767,0,733.57,156.28,728.89,1183.28,98.55,179,210,0,5.3
