SBS_name,SBS_number,general_method,single_value_[m],sample_size,valid,reference,mean_CH_[m],maximum_CH_[m],minimum_CH_[m],number_of_replicates,standard_deviation,standard_error,collection_date,original_reference,country,external_support_structure
Sisymbrium_altissimum,13034,observation (like obvious taxonomical traits),0.6,,1,ECOFLORA - database of the ecological flora of the british isles,,1,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Sisymbrium_altissimum,13034,laboratory/greenhouse/garden experiment,1.01,2,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",1.01,1.01,1,,,,,,GERMANY,no
Sisymbrium_altissimum,13034,observation (like obvious taxonomical traits),0.2,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Sisymbrium_altissimum,13034,derivation from photos or drawings,0.375,,1,BIOPOP April 2005,,0.5,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Sisymbrium_officinale,13041,observation (like obvious taxonomical traits),0.6,,1,ECOFLORA - database of the ecological flora of the british isles,,0.9,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Sisymbrium_officinale,13041,derivation from photos or drawings,0.35,,1,BIOPOP April 2005,,0.45,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Sisymbrium_officinale,13041,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Sisymbrium_orientale,13042,observation (like obvious taxonomical traits),0.575,,1,ECOFLORA - database of the ecological flora of the british isles,,0.9,0.25,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Sisymbrium_orientale,13042,observation (like obvious taxonomical traits),0.25,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.25,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Sisymbrium_orientale,13042,derivation from photos or drawings,0.35,,1,BIOPOP April 2005,,0.4,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Alliaria_petiolata,13080,observation (like obvious taxonomical traits),0.7,,1,ECOFLORA - database of the ecological flora of the british isles,,1.2,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Alliaria_petiolata,13080,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.75,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Alliaria_petiolata,13080,observation (like obvious taxonomical traits),0.2,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Neslia_paniculata,13116,derivation from photos or drawings,0.325,,1,BIOPOP April 2005,,0.55,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Raphanus_sativus,13125,derivation from photos or drawings,0.5,,1,BIOPOP April 2005,,0.75,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Raphanus_sativus,13125,laboratory/greenhouse/garden experiment,0.54,4,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.55,0.65,0.46,,,,,,GERMANY,no
Rorippa_amphibia,13138,observation (like obvious taxonomical traits),0.8,,1,ECOFLORA - database of the ecological flora of the british isles,,1.2,0.4,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rorippa_amphibia,13138,observation (like obvious taxonomical traits),0.4,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.4,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rorippa_amphibia,13138,derivation from photos or drawings,0.675,,1,BIOPOP April 2005,,1,0.35,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Coronopus_didymus,13200,observation (like obvious taxonomical traits),0.225,,1,ECOFLORA - database of the ecological flora of the british isles,,0.3,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Coronopus_didymus,13200,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Coronopus_didymus,13200,observation (like obvious taxonomical traits),0.15,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Descurainia_sophia,13207,unknown,0.6,1,1,"Best, K. F.(1977): The biology of canadian weeds. 22. Descurania sophia (L.) Webb [57]",,1,0.2,1,,,,"Best, K. F.(1977): The biology of canadian weeds. 22. Descurania sophia (L.) Webb [57]",CANADA,unknown
Descurainia_sophia,13207,observation (like obvious taxonomical traits),0.55,,1,ECOFLORA - database of the ecological flora of the british isles,,0.8,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Descurainia_sophia,13207,derivation from photos or drawings,0.35,,1,BIOPOP April 2005,,0.55,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Descurainia_sophia,13207,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Draba_tomentosa,13232,derivation from photos or drawings,0.035,,1,BIOPOP April 2005,,0.05,0.02,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Erophila_glabrescens,13237,observation (like obvious taxonomical traits),0.09,,1,ECOFLORA - database of the ecological flora of the british isles,,0.09,,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Erucastrum_gallicum,13240,derivation from photos or drawings,0.25,,1,BIOPOP April 2005,,0.3,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Erysimum_odoratum,13255,derivation from photos or drawings,0.425,,1,BIOPOP April 2005,,0.7,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cardamine_flexuosa,13294,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,0.5,0.1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Cardamine_flexuosa,13294,observation (like obvious taxonomical traits),0.1,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Cardamine_flexuosa,13294,derivation from photos or drawings,0.25,,1,BIOPOP April 2005,,0.4,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cardamine_impatiens,13298,observation (like obvious taxonomical traits),0.425,,1,ECOFLORA - database of the ecological flora of the british isles,,0.6,0.25,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Cardamine_impatiens,13298,derivation from photos or drawings,0.4,,1,BIOPOP April 2005,,0.7,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cardamine_impatiens,13298,observation (like obvious taxonomical traits),0.25,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.25,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Cardaria_draba,13313,derivation from photos or drawings,0.275,,1,BIOPOP April 2005,,0.4,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cochlearia_anglica,13319,observation (like obvious taxonomical traits),0.24,,1,ECOFLORA - database of the ecological flora of the british isles,,0.4,0.08,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Cochlearia_anglica,13319,observation (like obvious taxonomical traits),0.08,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.08,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Cochlearia_anglica,13319,derivation from photos or drawings,0.125,,1,BIOPOP April 2005,,0.15,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Arabis_alpina,13346,observation (like obvious taxonomical traits),0.225,,1,ECOFLORA - database of the ecological flora of the british isles,,0.4,0.05,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Arabis_alpina,13346,observation (like obvious taxonomical traits),0.05,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.05,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Arabis_glabra,13349,observation (like obvious taxonomical traits),0.85,,1,ECOFLORA - database of the ecological flora of the british isles,,1.2,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Arabis_glabra,13349,derivation from photos or drawings,0.675,,1,BIOPOP April 2005,,0.9,0.45,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Arabis_glabra,13349,observation (like obvious taxonomical traits),0.5,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Arabis_glabra,13349,laboratory/greenhouse/garden experiment,0.6,13,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.59,0.71,0.44,,,,,,GERMANY,no
Arabis_recta,13355,derivation from photos or drawings,0.19,,1,BIOPOP April 2005,,0.3,0.08,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Arabis_stricta,13357,observation (like obvious taxonomical traits),0.115,,1,ECOFLORA - database of the ecological flora of the british isles,,0.2,0.03,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Arabis_stricta,13357,observation (like obvious taxonomical traits),0.03,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.03,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Hymenolobus_procumbens,13394,derivation from photos or drawings,0.05,,1,BIOPOP April 2005,,0.08,0.02,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cardamine_pratensis_s._dentata,13397,derivation from photos or drawings,0.315,,1,BIOPOP April 2005,,0.45,0.18,,,,,"Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands",GERMANY,unknown
Armoracia_rusticana,13400,observation (like obvious taxonomical traits),1.25,,1,ECOFLORA - database of the ecological flora of the british isles,,1.25,,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Armoracia_rusticana,13400,derivation from photos or drawings,0.75,,1,BIOPOP April 2005,,1,0.5,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Alyssum_alyssoides,13424,observation (like obvious taxonomical traits),0.16,,1,ECOFLORA - database of the ecological flora of the british isles,,0.25,0.07,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Alyssum_alyssoides,13424,derivation from photos or drawings,0.125,,1,BIOPOP April 2005,,0.2,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Alyssum_alyssoides,13424,laboratory/greenhouse/garden experiment,0.09,7,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.08,0.1,0.06,,,,,,GERMANY,no
Alyssum_alyssoides,13424,observation (like obvious taxonomical traits),0.07,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.07,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rorippa_pyrenaica,13444,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.35,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Sinapis_alba,13450,observation (like obvious taxonomical traits),0.55,,1,ECOFLORA - database of the ecological flora of the british isles,,0.8,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Sinapis_alba,13450,laboratory/greenhouse/garden experiment,0.39,6,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.41,0.59,0.29,,,,,,GERMANY,no
Sinapis_alba,13450,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Sinapis_alba,13450,derivation from photos or drawings,0.3,,1,BIOPOP April 2005,,0.4,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Sinapis_arvensis,13454,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Sinapis_arvensis,13454,derivation from photos or drawings,0.3,,1,BIOPOP April 2005,,0.4,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Sinapis_arvensis,13454,observation (like obvious taxonomical traits),0.55,,1,ECOFLORA - database of the ecological flora of the british isles,,0.8,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Subularia_aquatica,13468,observation (like obvious taxonomical traits),0.05,,1,ECOFLORA - database of the ecological flora of the british isles,,0.08,0.02,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Subularia_aquatica,13468,observation (like obvious taxonomical traits),0.02,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.02,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Subularia_aquatica,13468,derivation from photos or drawings,0.04,,1,BIOPOP April 2005,,0.08,0,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Teesdalia_nudicaulis,13470,observation (like obvious taxonomical traits),0.265,,1,ECOFLORA - database of the ecological flora of the british isles,,0.45,0.08,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Teesdalia_nudicaulis,13470,derivation from photos or drawings,0.035,,1,BIOPOP April 2005,,0.05,0.02,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Teesdalia_nudicaulis,13470,observation (like obvious taxonomical traits),0.08,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.08,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Thlaspi_alliaceum,13472,observation (like obvious taxonomical traits),0.6,,1,ECOFLORA - database of the ecological flora of the british isles,,0.6,,,,,,"Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. []",,unknown
Thlaspi_alliaceum,13472,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Thlaspi_alliaceum,13472,laboratory/greenhouse/garden experiment,0.24,10,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.23,0.3,0.14,,,,,,GERMANY,no
Lepidium_campestre,13495,observation (like obvious taxonomical traits),0.4,,1,ECOFLORA - database of the ecological flora of the british isles,,0.6,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
