SBS_name,SBS_number,general_method,diaspore_type,single_value_[mg],sample_size,valid,median,reference,mean_SM_[mg],maximum_SM_[mg],minimum_SM_[mg],number_of_replicates,general_comment,Drying_method,original_reference,diaspore_type_code
Carex_disticha,37982,other,germinule,0.5916,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.5916,,,1000,"1000 seed weight, unknown number of individuals, Seeds dry.",Air dried weight,,3
Carex_disticha,37982,other,germinule,0.77,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.77,,,1000,"1000 seed weight, unknown number of individuals, Seeds dry.",Air dried weight,,3
Carex_divisa,37984,other,germinule,1.5208,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.5208,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_divisa,37984,other,germinule,1.2548,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.2548,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_divisa,37984,actual measurement,germinule,0.355,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.355,,,1,"1996-1997, n an replicates unknown",Air dried weight,,3
Carex_divisa,37984,actual measurement,germinule,0.36,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.36,,,30,collected between 1996-1999,Air dried weight,,3
Carex_divisa,37984,actual measurement,germinule,0.355,30,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.355,,,1,Seeds weighed individually when possible or in small groups (n max = 10). For majority 30 weights per species.,Air dried weight,,3
Carex_divulsa,37393,actual measurement,germinule,0.8,,-4,,BIOLFLOR database,0.8,,,,,Air dried weight,,3
Carex_divulsa,37393,actual measurement,generative dispersule,2.23,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",2.23,,,1,n an replicates unknown,Air dried weight,,2
Carex_divulsa,37393,other,one-seeded generative dispersule,1.6648,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.6648,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_divulsa,37393,other,one-seeded generative dispersule,1.934,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.934,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_divulsa,37393,actual measurement,one-seeded generative dispersule,0.8,,-4,,BIOLFLOR database,0.8,,,,,Air dried weight,,2a
Carex_divulsa,37393,other,germinule,1.934,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.934,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_divulsa,37393,other,germinule,1.6648,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.6648,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_echinata,37888,actual measurement (following LEDA data standards),germinule,0.44,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.44,,,20,"used balance: Mettler H51, seed",Air dried weight,,3
Carex_echinata,37888,actual measurement (following LEDA data standards),germinule,0.44,1,-2,0.44,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.44,0.44,0.44,,preaggregated value obtained from single record,Air dried weight,,3
Carex_echinata,37888,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.75,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.75,,,100,"used balance: Mettler H51, fruit",Air dried weight,,2a
Carex_echinata,37888,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.69,1,-2,0.69,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.69,0.69,0.69,,preaggregated value obtained from single record,Air dried weight,,2a
Carex_echinata,37888,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.75,1,-2,0.75,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.75,0.75,0.75,,preaggregated value obtained from single record,Air dried weight,,2a
Carex_echinata,37888,other,germinule,0.8172,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.8172,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_echinata,37888,other,germinule,0.788,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.788,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_echinata,37888,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.69,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.69,,,100,"used balance: Mettler H51, disp.unit",Air dried weight,,2a
Carex_echinata,37888,other,one-seeded generative dispersule,0.788,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.788,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_echinata,37888,other,one-seeded generative dispersule,0.8172,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.8172,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_echinata,37888,actual measurement,germinule,0.832,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.832,,,100,,Air dried weight,,3
Carex_echinata,37888,actual measurement,germinule,0.81,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.81,,,50,,Air dried weight,,3
Carex_echinata,37888,actual measurement,germinule,0.882,,-4,,BIOLFLOR database,0.882,0.933,0.83,,,Air dried weight,,3
Carex_echinata,37888,actual measurement,one-seeded generative dispersule,0.81,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.81,,,50,,Air dried weight,,2a
Carex_echinata,37888,actual measurement,one-seeded generative dispersule,0.882,,-4,,BIOLFLOR database,0.882,0.933,0.83,,,Air dried weight,,2a
Carex_echinata,37888,actual measurement,one-seeded generative dispersule,0.832,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.832,,,100,,Air dried weight,,2a
Carex_echinata,37888,actual measurement,one-seeded generative dispersule,0.643,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.643,0.674,0.612,100,,Air dried weight,,2a
Carex_elata,37396,actual measurement,one-seeded generative dispersule,0.766,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.766,0.805,0.727,100,,Air dried weight,,2a
Carex_elata,37396,actual measurement,one-seeded generative dispersule,0.568,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.568,,,50,,Air dried weight,,2a
Carex_elata,37396,actual measurement,one-seeded generative dispersule,0.8366,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.8366,,,50,,Air dried weight,,2a
Carex_elata,37396,other,germinule,0.85176,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.85176,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_elongata,37397,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.45,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.45,,,100,"used balance: Mettler H51, fruit",Air dried weight,,2a
Carex_elongata,37397,other,germinule,0.608,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.608,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_elongata,37397,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.45,1,-2,0.45,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.45,0.45,0.45,,preaggregated value obtained from single record,Air dried weight,,2a
Carex_elongata,37397,actual measurement,one-seeded generative dispersule,0.538,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.538,0.575,0.501,100,,Air dried weight,,2a
Carex_ericetorum,37398,actual measurement,germinule,0.8,,-4,,BIOLFLOR database,0.8,,,,,Air dried weight,,3
Carex_extensa,37399,actual measurement,germinule,1.029,,-4,,BIOLFLOR database,1.029,,,,,Air dried weight,,3
Carex_extensa,37399,actual measurement,germinule,1.226,,-4,,BIOLFLOR database,1.226,1.246,1.208,,,Air dried weight,,3
Carex_extensa,37399,other,one-seeded generative dispersule,1.3876,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.3876,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_extensa,37399,actual measurement,one-seeded generative dispersule,1.226,,-4,,BIOLFLOR database,1.226,1.246,1.208,,,Air dried weight,,2a
Carex_extensa,37399,actual measurement,one-seeded generative dispersule,1.214,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",1.214,1.223,1.205,100,,Air dried weight,,2a
Carex_extensa,37399,other,germinule,1.3876,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.3876,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_ferruginea,37903,actual measurement,one-seeded generative dispersule,1.026,,-4,,BIOLFLOR database,1.026,,,,,Air dried weight,,2a
Carex_ferruginea,37903,actual measurement,germinule,1.026,,-4,,BIOLFLOR database,1.026,,,,,Air dried weight,,3
Carex_firma,37911,actual measurement,one-seeded generative dispersule,1.11,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",1.11,,,50,50-2000 air-dried matured seeds,Air dried weight,,2a
Carex_flacca,37912,actual measurement,one-seeded generative dispersule,1.31,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",1.31,,,50,50-2000 air-dried matured seeds,Air dried weight,,2a
Carex_flacca,37912,actual measurement,one-seeded generative dispersule,0.8665,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.8665,0.903,0.83,100,,Air dried weight,,2a
Carex_flacca,37912,actual measurement,one-seeded generative dispersule,1.1,,-4,,BIOLFLOR database,1.1,,,,,Air dried weight,,2a
Carex_flacca,37912,other,one-seeded generative dispersule,0.9716,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.9716,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_flacca,37912,other,one-seeded generative dispersule,1.1688,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.1688,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_flacca,37912,actual measurement,germinule,0.923,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.923,,,100,,Air dried weight,,3
Carex_flacca,37912,actual measurement,one-seeded generative dispersule,0.923,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.923,,,100,,Air dried weight,,2a
Carex_flacca,37912,actual measurement,germinule,1.1,,-4,,BIOLFLOR database,1.1,,,,,Air dried weight,,3
Carex_flacca,37912,actual measurement,germinule,0.663,,-4,,BIOLFLOR database,0.663,0.97,0.37,,,Air dried weight,,3
Carex_flacca,37912,other,germinule,1.1688,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.1688,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_flacca,37912,other,germinule,0.9716,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.9716,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_flava,37404,other,germinule,1.052,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.052,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_flava,37404,actual measurement,germinule,0.596,,-4,,BIOLFLOR database,0.596,,,,,Air dried weight,,3
Carex_flava,37404,actual measurement,germinule,0.759,,-4,,BIOLFLOR database,0.759,,,,,Air dried weight,,3
Carex_flava,37404,other,one-seeded generative dispersule,1.052,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.052,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Carex_flava,37404,actual measurement,one-seeded generative dispersule,0.759,,-4,,BIOLFLOR database,0.759,,,,,Air dried weight,,2a
Carex_flava,37404,actual measurement,one-seeded generative dispersule,0.95125,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.95125,0.97125,0.93125,80,,Air dried weight,,2a
Carex_frigida,37406,actual measurement,one-seeded generative dispersule,0.398,,-4,,BIOLFLOR database,0.398,0.401,0.394,,,Air dried weight,,2a
Carex_frigida,37406,actual measurement,germinule,0.398,,-4,,BIOLFLOR database,0.398,0.401,0.394,,,Air dried weight,,3
Carex_hallerana,37290,actual measurement,generative dispersule,1.64,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",1.64,,,1,n an replicates unknown,Air dried weight,,2
Carex_hallerana,37290,actual measurement,generative dispersule,1.22,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",1.22,,,1,n and replicates unknown,Air dried weight,,2
Carex_hartmanii,37293,actual measurement,one-seeded generative dispersule,1.0475,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",1.0475,1.163,0.932,100,,Air dried weight,,2a
Carex_hartmanii,37293,actual measurement,generative dispersule,1.08,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",1.08,1.3,1,1,,Air dried weight,,2
Carex_hirta,37296,actual measurement,one-seeded generative dispersule,2.079,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",2.079,,,52,,Air dried weight,,2a
Carex_hirta,37296,other,germinule,3.554,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",3.554,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Carex_hordeistichos,37299,actual measurement,generative dispersule,5.947,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",5.947,5.948,5.946,100,,Air dried weight,,2
Carex_hostiana,37300,actual measurement,one-seeded generative dispersule,1.1505,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",1.1505,1.155,1.146,100,,Air dried weight,,2a
Carex_hostiana,37300,actual measurement (following LEDA data standards),germinule,1.39,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.39,,,20,"used balance: Mettler H51, seed",Air dried weight,,3
Carex_hostiana,37300,actual measurement (following LEDA data standards),one-seeded generative dispersule,1.15,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.15,,,100,"used balance: Mettler H51, fruit",Air dried weight,,2a
